#file	type	true_z	true_x0	true_x1	true_c	S2noz_z	S2noz_zoerr	S2noz_to	S2noz_toerr	S2noz_xo	S2noz_xoerr	S2noz_x1	S2noz_x1err	S2noz_c	S2noz_cerr	S2zsp_z	S2zsp_zoerr	S2zsp_to	S2zsp_toerr	S2zsp_xo	S2zsp_xoerr	S2zsp_x1	S2zsp_x1err	S2zsp_c	S2zsp_cer
DES_SN089258.DAT	1	0.708650	0.000007	-0.074342	-0.125540	0.652813	0.000000	-12.569702	0.000007	0.000009	0.000001	1.705230	0.826245	-0.147506	0.044246	0.709650	0.001710	0.086606	2.570018	0.000007	0.000000	0.002994	0.613671	-0.064340	0.041487
DES_SN089481.DAT	1	0.735320	0.000006	1.778400	-0.010668	0.775938	0.015545	10.338464	0.847545	0.000006	0.000000	1.845136	0.523596	-0.028331	0.035811	0.735372	0.000000	9.231435	0.002335	0.000006	0.000000	2.252545	0.000020	0.017641	0.000005
DES_SN089557.DAT	1	0.798880	0.000005	1.593600	-0.032132	0.774306	0.021008	29.306620	0.796743	0.000005	0.000000	1.202057	0.636627	0.111679	0.058393	0.799744	0.001248	-38.802887	130.287309	0.000012	0.001440	2.726826	4.286338	0.096872	0.728648
DES_SN089575.DAT	22	0.104980	-9.000000	-9.000000	-9.000000	0.337010	0.001172	25.493726	0.058644	0.000079	0.000000	3.000000	0.000584	0.053913	0.004086	0.103980	0.000016	21.365665	0.052844	0.000074	0.000001	2.319366	0.045962	0.385387	0.004724
DES_SN089761.DAT	1	0.614320	0.000008	-1.481800	-0.098016	0.505046	0.417729	-46.234365	61.754021	0.000064	0.001435	-2.999759	3.712021	-0.228143	0.634764	0.613320	0.001053	30.155271	1.161661	0.000008	0.000000	2.652961	1.006345	-0.098290	0.030147
DES_SN090126.DAT	33	0.254970	-9.000000	-9.000000	-9.000000	0.721599	nan	-47.170360	0.000733	0.000049	0.000001	0.016404	0.007412	-0.480375	0.008175	0.253970	0.000355	-18.774497	0.343409	0.000008	0.000000	3.000000	0.015362	0.499271	0.181588
DES_SN090796.DAT	1	0.757460	0.000006	4.149700	0.041671	0.742910	0.014148	28.253842	0.478012	0.000006	0.000000	2.999991	0.134609	0.166300	0.036684	0.756460	0.001737	28.427618	0.419286	0.000006	0.000000	2.999921	0.041340	0.144864	0.028987
DES_SN091246.DAT	22	0.217890	-9.000000	-9.000000	-9.000000	0.703174	0.000009	-31.201351	0.000653	0.000035	0.000000	-0.125712	0.010367	-0.463884	0.005850	0.218890	0.001286	14.361710	0.161166	0.000007	0.000000	3.000000	0.003207	0.500000	0.000847
DES_SN091247.DAT	1	0.503540	-9.000000	-9.000000	-9.000000	0.462453	0.006383	23.156872	0.144957	0.000011	0.000000	-0.358019	0.115407	-0.002741	0.011041	0.502541	0.001004	23.482273	0.133943	0.000011	0.000000	-0.434596	0.113663	-0.033604	0.010175
DES_SN091701.DAT	1	0.985710	0.000005	1.619200	-0.243090	0.739208	0.006667	25.756720	0.300955	0.000006	0.000000	1.665748	0.203336	-0.001112	0.018159	0.984710	0.001853	29.102965	0.299252	0.000005	0.000000	1.464654	0.174499	-0.218351	0.009179
DES_SN091900.DAT	1	0.613180	0.000010	1.386300	-0.063461	0.630535	0.009584	26.866228	0.321859	0.000010	0.000000	2.356682	0.301204	-0.088031	0.017777	0.612180	0.001404	-36.499387	0.002477	0.000040	0.000001	-0.160649	0.025833	-0.499999	0.002161
DES_SN092060.DAT	1	0.496170	-9.000000	-9.000000	-9.000000	0.671500	0.036466	23.888546	0.636202	0.000008	0.000000	-1.548576	0.332751	-0.080439	0.039069	0.495174	0.001625	22.793424	0.481421	0.000007	0.000000	-1.577133	0.419117	0.158767	0.034641
DES_SN092310.DAT	1	0.657640	0.000009	0.813330	-0.110080	0.613144	0.019236	28.443113	0.351948	0.000008	0.000000	1.291094	0.334493	-0.067815	0.027671	0.656640	0.000101	28.782478	0.310738	0.000008	0.000000	1.164706	0.312756	-0.111948	0.018176
DES_SN092322.DAT	22	0.239010	-9.000000	-9.000000	-9.000000	0.647198	0.006039	24.409371	0.170313	0.000015	0.000000	-0.002259	0.085726	-0.355747	0.006052	0.240010	0.001520	21.019057	0.297393	0.000021	0.000000	0.347605	0.273981	0.051158	0.016621
DES_SN092457.DAT	33	0.350300	-9.000000	-9.000000	-9.000000	0.752504	0.011348	30.627747	1.112676	0.000010	0.000001	-1.167236	0.568479	-0.036852	0.036307	0.351300	0.001944	28.853145	0.476311	0.000006	0.000000	2.886095	0.574680	0.500000	0.042607
DES_SN092595.DAT	1	0.414950	-9.000000	-9.000000	-9.000000	0.737238	0.019530	23.715651	0.736769	0.000007	0.000000	-1.489181	0.439709	-0.153591	0.034569	0.415950	0.001752	21.663082	0.521206	0.000007	0.000000	-1.540516	0.506374	0.203165	0.040543
DES_SN092895.DAT	22	0.537940	-9.000000	-9.000000	-9.000000	0.415299	0.000013	37.282140	0.000711	0.000009	0.000000	2.999997	0.004596	0.049242	0.019872	0.536940	0.000059	37.824866	0.266985	0.000008	0.000000	3.000000	0.007778	-0.141281	0.016593
DES_SN093058.DAT	1	0.493480	0.000019	0.310120	-0.147280	0.576210	0.004450	25.981771	0.097619	0.000018	0.000000	0.614902	0.073695	-0.203342	0.005214	0.492480	0.001304	25.079788	0.080604	0.000019	0.000000	0.607940	0.069832	-0.104103	0.004747
DES_SN093143.DAT	1	0.548310	0.000012	1.563400	0.000947	0.737335	0.008423	25.641746	0.284263	0.000011	0.000000	1.409448	0.311831	-0.177632	0.014544	0.549310	0.000330	23.832146	0.227977	0.000012	0.000000	1.669330	0.290929	-0.019926	0.015679
DES_SN093281.DAT	22	0.233550	-9.000000	-9.000000	-9.000000	0.347186	0.001415	48.126752	0.105033	0.000055	0.000000	3.000000	0.000536	0.169455	0.005006	0.234550	0.000025	49.943535	0.104711	0.000046	0.000000	3.000000	0.000903	0.434278	0.004483
DES_SN093393.DAT	1	0.417900	-9.000000	-9.000000	-9.000000	0.724497	0.094258	50.534318	163.944978	0.000008	0.001497	-2.915542	4.579534	0.000731	0.747250	0.416900	0.001897	18.921714	1.325890	0.000013	0.000001	-2.556363	0.842841	-0.115812	0.044522
DES_SN093585.DAT	1	0.885150	0.000005	1.746800	-0.106660	0.819641	0.015048	-62.982442	0.014399	0.000057	0.000002	0.048224	0.010829	-0.468477	0.036977	0.886149	0.001017	4.174805	1.368496	0.000005	0.000000	1.634930	0.652917	-0.064642	0.043096
DES_SN094068.DAT	1	0.721440	0.000009	0.676190	-0.198050	0.688313	0.014061	29.426919	0.344964	0.000010	0.000000	0.449831	0.238857	-0.169438	0.015885	0.720440	0.001634	29.818001	0.298945	0.000010	0.000000	0.500421	0.231226	-0.183733	0.014967
DES_SN094172.DAT	1	0.274150	-9.000000	-9.000000	-9.000000	0.712758	0.000000	-41.633654	0.000021	0.000077	0.000001	-0.114757	0.017970	-0.496147	0.007043	0.273152	0.000145	22.094242	0.198356	0.000017	0.000001	-1.447572	0.267458	0.189281	0.023083
DES_SN094405.DAT	22	0.226670	-9.000000	-9.000000	-9.000000	0.773031	0.004561	37.914876	0.135951	0.000007	0.000000	3.000000	0.009073	-0.246796	0.005261	0.227670	0.001240	30.987269	0.218098	0.000008	0.000000	3.000000	0.040451	0.350513	0.017889
DES_SN094451.DAT	1	0.999920	0.000004	-1.122400	-0.229960	0.855392	0.012779	33.924708	0.447203	0.000004	0.000000	-0.808010	0.260920	0.002340	0.046308	1.000920	0.001235	35.822458	0.399418	0.000004	0.000000	-0.444302	0.239712	-0.100392	0.021675
DES_SN094750.DAT	1	0.603560	-9.000000	-9.000000	-9.000000	0.659585	0.093324	24.815308	147.124440	0.000006	0.001425	1.470084	2.200480	0.117188	0.734653	0.604560	0.001986	24.160690	0.237899	0.000006	0.000000	1.296382	0.262707	0.179866	0.022514
DES_SN094823.DAT	1	0.574160	-9.000000	-9.000000	-9.000000	0.582511	0.021537	23.028659	0.496269	0.000006	0.000000	-2.030237	0.392690	0.054954	0.043709	0.575160	0.001222	22.987057	0.474508	0.000006	0.000000	-2.049992	0.388627	0.061275	0.039924
DES_SN094977.DAT	1	0.338800	-9.000000	-9.000000	-9.000000	0.967473	0.010492	7.178777	0.541723	0.000011	0.000000	0.096849	0.080598	-0.269851	0.007307	0.339291	0.000015	-8.124438	0.001891	0.000017	0.000001	0.175487	0.299333	0.128753	0.024471
DES_SN095140.DAT	21	0.557560	-9.000000	-9.000000	-9.000000	0.719342	0.009501	18.899517	0.189753	0.000011	0.000000	0.060874	0.028740	-0.450975	0.003708	0.556560	0.000216	19.455847	0.133220	0.000012	0.000000	3.000000	0.019791	-0.369305	0.004988
DES_SN095430.DAT	1	0.472960	0.000011	0.053001	0.106410	0.249031	0.005715	-19.480847	0.006137	0.000008	0.000000	-1.119743	0.161900	0.487180	0.011851	0.471960	0.000395	-11.626716	0.008245	0.000007	0.000000	0.455198	0.317558	0.282437	0.025868
DES_SN095486.DAT	1	0.680130	-9.000000	-9.000000	-9.000000	0.944010	0.021008	27.824431	0.730870	0.000005	0.000000	0.080671	0.439826	-0.239922	0.020152	0.679131	0.001469	24.998079	1.014422	0.000005	0.000000	0.292895	0.944737	-0.004790	0.055850
DES_SN095944.DAT	22	0.214280	-9.000000	-9.000000	-9.000000	0.325479	0.013978	31.547410	0.348683	0.000007	0.000000	3.000000	0.042660	0.043403	0.031097	0.215280	0.001343	29.187519	0.218609	0.000007	0.000000	1.404440	0.173758	0.226793	0.019879
DES_SN096007.DAT	1	0.615210	0.000010	1.895000	-0.021784	0.769259	0.020479	17.821236	2.416415	0.000007	0.000002	0.230581	0.226432	-0.278849	0.054168	0.616210	0.001266	10.356097	1.147469	0.000007	0.000001	-2.999989	0.488378	-0.206092	0.028761
DES_SN096114.DAT	1	0.907820	0.000004	0.523720	-0.112280	0.726568	0.017587	29.094788	0.880010	0.000004	0.000000	0.437282	0.644138	0.067141	0.059941	0.908820	0.000100	31.241810	0.698336	0.000004	0.000000	0.945498	0.450095	-0.180425	0.031779
DES_SN096119.DAT	1	0.453110	-9.000000	-9.000000	-9.000000	0.689261	0.005653	24.638261	0.124028	0.000014	0.000000	0.700517	0.108640	-0.212008	0.006180	0.454110	0.001245	22.393629	0.111586	0.000015	0.000000	0.967850	0.108087	0.013530	0.008358
DES_SN096495.DAT	1	0.683240	0.000006	-0.216880	-0.045061	0.666565	0.018957	25.553171	0.492224	0.000007	0.000000	-0.006239	0.397310	0.033488	0.037353	0.684240	0.001262	25.784383	0.472948	0.000007	0.000000	0.018029	0.430543	0.024901	0.037124
DES_SN096525.DAT	1	0.551390	-9.000000	-9.000000	-9.000000	0.521808	0.002138	26.713721	0.351227	0.000007	0.000000	-0.094696	0.302462	0.057721	0.033004	0.550390	0.001558	26.980818	0.354556	0.000007	0.000000	-0.073927	0.304359	0.019945	0.032190
DES_SN097049.DAT	1	0.612860	0.000011	1.275600	-0.092993	0.662119	0.009446	28.387254	0.332070	0.000011	0.000000	1.556949	0.274043	-0.104064	0.017302	0.613860	0.001849	28.052319	0.320597	0.000011	0.000000	1.742858	0.275686	-0.061110	0.018090
DES_SN097127.DAT	1	0.621860	0.000007	0.362670	0.032278	0.687605	0.011244	29.047029	0.214726	0.000007	0.000000	0.638788	0.171265	-0.156851	0.012670	0.620860	0.001459	28.536776	0.197474	0.000007	0.000000	0.803564	0.181492	-0.106078	0.012394
DES_SN097366.DAT	1	0.444020	0.000014	-0.066540	0.071420	0.573967	0.013388	22.495293	0.812418	0.000013	0.000000	-0.324055	0.576621	-0.120872	0.028368	0.445020	0.001805	20.828995	0.640413	0.000013	0.000000	-0.335012	0.477961	-0.017557	0.025055
DES_SN097798.DAT	1	0.745420	0.000005	-0.406800	-0.019724	0.744285	0.008917	29.959329	0.420999	0.000005	0.000000	-0.173007	0.234771	0.053640	0.023974	0.746420	0.000038	32.028972	0.289165	0.000005	0.000000	-2.999998	0.000228	-0.020856	0.019064
DES_SN097849.DAT	1	0.555260	0.000007	-0.524840	0.101200	0.548759	0.007363	25.316050	0.249879	0.000008	0.000000	-0.373143	0.131292	0.007008	0.013807	0.554260	0.001953	25.372206	0.240529	0.000008	0.000000	-0.347970	0.129185	0.000690	0.010625
DES_SN098163.DAT	1	0.518940	-9.000000	-9.000000	-9.000000	0.608298	1.018591	16.589258	145.303626	0.000011	0.001423	0.154882	4.225136	-0.134225	0.671805	0.517940	0.000176	15.898942	0.170831	0.000012	0.000000	-0.151678	0.113283	-0.028479	0.009167
DES_SN098526.DAT	1	0.468180	-9.000000	-9.000000	-9.000000	0.356671	0.012655	4.708789	0.440753	0.000009	0.000000	-1.160373	0.259053	0.132591	0.026083	0.467180	0.000080	4.507539	0.518178	0.000009	0.000000	-0.630876	0.205161	0.009167	0.015676
DES_SN098611.DAT	33	0.436310	-9.000000	-9.000000	-9.000000	0.756622	0.014175	29.698839	0.511680	0.000003	0.000000	1.152164	0.448753	0.326309	0.039241	0.437310	0.001949	25.137274	0.000978	0.000003	0.000000	-0.343545	0.295960	0.500000	0.000775
DES_SN098747.DAT	1	0.677660	0.000008	0.557270	-0.110500	0.644708	0.020980	28.257505	0.468033	0.000008	0.000000	0.829248	0.310065	-0.087212	0.030206	0.676660	0.000334	28.572087	0.401950	0.000008	0.000000	0.750158	0.307954	-0.107230	0.021503
DES_SN098857.DAT	32	0.169040	-9.000000	-9.000000	-9.000000	0.758896	0.003044	23.558577	0.058989	0.000094	0.000001	-0.413577	0.031938	-0.213417	0.003548	0.168040	0.000002	16.084494	0.041364	0.000084	0.000000	-1.396772	0.038516	0.500000	0.000205
DES_SN098923.DAT	1	0.666540	0.000008	0.903230	-0.050905	0.484338	0.006730	-20.179514	0.372368	0.000015	0.000000	2.999997	0.062168	-0.091778	0.023915	0.667026	0.001479	6.656694	143.729926	0.000007	0.001456	0.638099	4.534490	-0.010545	0.732249
DES_SN098959.DAT	22	0.327960	-9.000000	-9.000000	-9.000000	0.340901	0.009063	24.148820	0.361402	0.000007	0.000000	2.999999	0.515093	-0.037551	0.033963	0.328960	0.001833	19.954604	0.599236	0.000009	0.000000	-1.399147	0.637837	-0.168911	0.035536
DES_SN099246.DAT	22	0.194750	-9.000000	-9.000000	-9.000000	0.845311	0.006792	37.074080	0.261030	0.000012	0.000000	-0.124340	0.029072	-0.355411	0.004958	0.195750	0.000162	31.046410	0.151914	0.000011	0.000000	2.999991	0.061049	0.444022	0.022929
DES_SN099310.DAT	1	0.757340	0.000006	-1.170800	-0.144610	0.790502	0.017695	32.006300	0.524306	0.000006	0.000000	-0.948086	0.261010	-0.138823	0.022352	0.758340	0.001769	31.595743	0.501750	0.000006	0.000000	-1.104033	0.269523	-0.115782	0.022377
DES_SN099338.DAT	1	0.838150	0.000004	-0.301710	-0.013152	0.707279	0.006551	-27.463946	1.776649	0.000009	0.000001	3.000000	0.049361	-0.050849	0.028529	0.837150	0.001553	-46.797509	0.000001	0.000030	0.000001	0.036907	0.010514	-0.423863	0.015005
DES_SN099344.DAT	1	0.277260	-9.000000	-9.000000	-9.000000	0.727207	0.000357	-50.321964	0.145261	0.000138	0.000001	-0.627903	0.008635	-0.148619	0.522390	0.278260	0.001275	16.823677	0.058865	0.000032	0.000000	-1.021576	0.056722	0.042508	0.005766
DES_SN099455.DAT	22	0.171470	-9.000000	-9.000000	-9.000000	0.742622	0.009463	22.447322	0.255613	0.000010	0.000000	3.000000	0.016515	0.095229	0.025301	0.172470	0.001469	16.292877	0.180129	0.000009	0.000000	2.374593	0.221931	0.500000	0.000894
DES_SN099716.DAT	32	0.319330	-9.000000	-9.000000	-9.000000	0.722101	0.006803	20.355932	0.153309	0.000022	0.000000	-0.581497	0.095804	-0.083581	0.016116	0.320330	0.000150	17.372161	0.111992	0.000020	0.000000	-1.517885	0.089820	0.351029	0.012742
DES_SN099736.DAT	22	0.489710	-9.000000	-9.000000	-9.000000	0.609883	0.006723	22.612870	0.183867	0.000006	0.000000	3.000000	0.075753	0.205208	0.019236	0.488710	0.000087	18.459535	0.283294	0.000007	0.000000	-0.504832	0.273502	0.246164	0.020218
DES_SN099799.DAT	1	0.307820	0.000024	-2.390800	0.092635	0.622036	0.011505	20.826223	0.668644	0.000030	0.000001	-1.820633	0.283879	-0.228900	0.027990	0.306820	0.000046	17.595352	0.917428	0.000029	0.000002	-1.766664	0.582642	0.046786	0.040996
DES_SN100352.DAT	1	0.698740	0.000004	0.016681	0.109520	0.766499	0.011930	26.109288	0.330502	0.000004	0.000000	0.407628	0.275860	0.154221	0.030770	0.699740	0.001456	25.359337	0.300062	0.000004	0.000000	0.222595	0.265209	0.224231	0.024747
DES_SN100416.DAT	1	0.674830	0.000007	-0.400950	-0.071742	0.759060	0.000015	-47.951770	0.000001	0.000052	0.000002	-3.000000	0.010282	0.022063	0.015687	0.675830	0.000072	29.007535	0.695072	0.000006	0.000000	-0.252486	0.389527	0.112500	0.033659
DES_SN100487.DAT	1	0.317000	-9.000000	-9.000000	-9.000000	0.611729	0.000001	-36.559446	0.000118	0.000110	0.000001	-0.206485	0.008925	-0.499403	0.000671	0.318000	0.001612	20.257394	0.173861	0.000023	0.000000	0.018991	0.134470	0.109277	0.009620
DES_SN100537.DAT	22	0.420250	-9.000000	-9.000000	-9.000000	0.824666	0.000076	-63.260095	0.005443	0.000057	0.000002	-0.001019	0.007495	-0.500000	0.004571	0.421250	0.001981	17.028171	0.922193	0.000004	0.000000	3.000000	0.055041	0.487375	0.041570
DES_SN100745.DAT	1	0.684020	0.000006	0.071703	0.008089	0.566269	0.022237	2.639991	2.087402	0.000005	0.000000	1.087708	0.761762	0.132314	0.050822	0.683020	0.001708	2.821430	2.711780	0.000005	0.000000	1.765650	0.936100	0.018425	0.044978
DES_SN101214.DAT	21	0.501980	-9.000000	-9.000000	-9.000000	0.340620	0.003806	14.847786	0.114525	0.000023	0.000000	3.000000	0.006231	-0.149661	0.009170	0.500980	0.001274	16.681846	0.115799	0.000019	0.000000	3.000000	0.004655	-0.283262	0.004895
DES_SN101346.DAT	22	0.322980	-9.000000	-9.000000	-9.000000	0.337951	0.004124	24.909409	0.260272	0.000011	0.000000	3.000000	0.085655	0.113043	0.020170	0.323980	0.001325	24.620286	0.230256	0.000010	0.000000	2.999999	0.274492	0.121508	0.018947
DES_SN101360.DAT	32	0.459930	-9.000000	-9.000000	-9.000000	0.727207	1.051842	-15.210186	138.087993	0.000011	0.001423	0.630006	4.719194	0.305160	0.824366	0.460682	0.000248	-1.884502	0.003391	0.000006	0.000000	0.135354	0.167171	0.500000	0.000451
DES_SN101443.DAT	1	0.375620	0.000032	0.321550	-0.094621	0.727020	0.005106	27.095893	0.188318	0.000020	0.000000	0.255247	0.090926	-0.303831	0.006079	0.376620	0.001816	23.735162	0.158395	0.000027	0.000000	0.592529	0.119725	-0.030468	0.009509
DES_SN101580.DAT	32	0.431160	-9.000000	-9.000000	-9.000000	0.706768	0.004423	17.191819	0.135136	0.000012	0.000000	-1.147272	0.099289	0.226388	0.009741	0.432160	0.000270	15.612677	0.092165	0.000009	0.000000	-0.948563	0.075082	0.500000	0.001601
DES_SN101733.DAT	1	0.554540	-9.000000	-9.000000	-9.000000	0.610731	0.000020	24.446991	0.377002	0.000007	0.000000	1.307335	0.423314	0.030652	0.029332	0.555538	0.001289	23.788515	0.358695	0.000007	0.000000	1.126230	0.382695	0.088264	0.030454
DES_SN101873.DAT	1	0.338780	0.000027	0.727500	0.085611	0.588845	0.008535	-22.785052	0.454110	0.000044	0.000002	0.253643	0.058615	-0.403517	0.023602	0.339357	0.000000	-7.142843	0.000027	0.000016	0.000000	0.581317	0.222015	0.317334	0.022906
DES_SN101960.DAT	22	0.171770	-9.000000	-9.000000	-9.000000	0.745667	0.005332	32.568059	0.200007	0.000011	0.000000	3.000000	0.005192	-0.170742	0.008560	0.170770	0.000102	25.642680	0.257660	0.000011	0.000000	3.000000	0.011254	0.500000	0.002336
DES_SN102963.DAT	1	0.709280	0.000011	4.818000	-0.076823	0.553762	1.000542	24.443195	135.180656	0.000016	0.001424	-2.439638	4.295418	-0.211694	0.641928	0.708458	0.001911	-32.170624	132.458170	0.000054	0.001433	-0.537405	4.118756	-0.318369	0.589034
DES_SN103277.DAT	1	0.367160	-9.000000	-9.000000	-9.000000	0.721125	0.000016	-15.972368	0.000659	0.000018	0.000000	-0.031351	0.058363	-0.350543	0.022323	0.368160	0.001928	-1.593802	0.002086	0.000009	0.000000	0.461992	0.301964	0.316044	0.029205
DES_SN103412.DAT	32	0.515610	-9.000000	-9.000000	-9.000000	0.678514	0.000000	-12.846230	0.000666	0.000010	0.000000	-0.787063	0.235228	0.082193	0.032927	0.516250	0.000000	-8.761040	0.000227	0.000007	0.000000	-1.364356	0.180862	0.466502	0.030365
DES_SN103573.DAT	1	0.445710	-9.000000	-9.000000	-9.000000	0.708149	0.009345	26.633278	0.341760	0.000011	0.000000	-0.038157	0.302071	-0.222510	0.014844	0.446710	0.001842	24.653084	0.257873	0.000014	0.000000	-0.736630	0.335558	-0.020225	0.025420
DES_SN103611.DAT	3	0.310680	-9.000000	-9.000000	-9.000000	0.761448	0.006867	25.224150	0.171696	0.000008	0.000000	-0.640519	0.111792	-0.172372	0.009658	0.311680	0.000366	20.906546	0.120397	0.000008	0.000000	-0.959985	0.133562	0.317618	0.016309
DES_SN103737.DAT	32	0.205200	-9.000000	-9.000000	-9.000000	0.611643	0.010598	32.233332	0.366624	0.000006	0.000000	2.999925	4.127853	0.082150	0.030879	0.206200	0.001363	26.688313	0.269964	0.000007	0.000000	-0.257514	0.231192	0.500000	0.005106
DES_SN103760.DAT	1	0.634860	-9.000000	-9.000000	-9.000000	0.769176	0.603506	-17.306642	31.870754	0.000005	0.001422	0.970887	3.980039	0.165708	0.737049	0.633860	0.001241	-9.537277	0.002506	0.000003	0.000000	0.277003	0.557108	0.403640	0.046762
DES_SN103904.DAT	1	0.565680	0.000011	1.870700	0.015699	0.448235	0.021239	18.657609	1.374815	0.000011	0.000001	1.863965	1.385471	0.068804	0.052072	0.564680	0.001172	16.257159	2.299769	0.000011	0.000000	-0.909065	1.316323	-0.119175	0.045311
DES_SN104583.DAT	3	0.367020	-9.000000	-9.000000	-9.000000	0.622931	0.020674	24.075836	0.442591	0.000009	0.000000	-0.962143	0.396808	0.214225	0.056084	0.366020	0.001088	23.377639	0.418382	0.000007	0.000000	-0.293392	0.468756	0.477035	0.038736
DES_SN104784.DAT	22	0.281150	-9.000000	-9.000000	-9.000000	0.856270	0.009995	24.071833	0.377707	0.000006	0.000000	0.078209	0.060388	-0.402144	0.004043	0.280150	0.000082	20.930901	0.301208	0.000010	0.000000	3.000000	0.024672	-0.017710	0.021456
DES_SN104888.DAT	1	0.158230	0.000287	3.110600	-0.073097	0.070784	0.000109	17.281753	158.345525	0.000434	0.000000	0.078636	0.000139	-0.348445	0.000007	0.159230	0.000044	15.453071	0.028877	0.000269	0.000001	3.000000	0.002196	-0.085293	0.002913
DES_SN104971.DAT	1	0.542050	-9.000000	-9.000000	-9.000000	0.780855	0.995850	26.244130	0.194340	0.000008	0.000000	-2.153396	0.003919	-0.016737	0.015680	0.543050	0.001217	27.290632	0.277509	0.000010	0.000000	2.364719	0.254681	0.036921	0.014558
DES_SN105305.DAT	22	0.545930	-9.000000	-9.000000	-9.000000	0.755000	1.112943	84.664317	162.013252	0.000043	0.001512	0.000000	4.481649	0.000000	0.746941	0.546930	0.001789	22.653347	0.400156	0.000004	0.000000	2.999999	0.101781	-0.363550	0.012495
DES_SN105682.DAT	33	0.424610	-9.000000	-9.000000	-9.000000	0.765897	0.017059	21.019073	1.075481	0.000004	0.000000	-2.652884	0.716389	0.220508	0.080024	0.425610	0.001128	19.677255	0.803950	0.000003	0.000000	-2.028482	0.854653	0.500000	0.017354
DES_SN105902.DAT	1	0.438460	0.000033	1.578400	-0.203580	0.413958	0.005060	24.388684	0.106002	0.000034	0.000000	2.032958	0.107931	-0.174861	0.008568	0.437460	0.000367	24.471386	0.088333	0.000033	0.000000	1.919973	0.104222	-0.201478	0.005642
DES_SN105970.DAT	1	0.490610	-9.000000	-9.000000	-9.000000	0.678574	0.015208	20.270963	0.355207	0.000011	0.000000	-1.178884	0.175210	-0.279247	0.016367	0.491610	0.001699	18.452217	0.322610	0.000012	0.000000	-0.882501	0.291676	-0.062403	0.023595
DES_SN106251.DAT	22	0.527240	-9.000000	-9.000000	-9.000000	0.334122	0.001830	41.278101	0.000427	0.000009	0.000000	2.999999	0.000888	0.189318	0.009433	0.526240	0.000009	40.711084	0.327262	0.000008	0.000000	3.000000	0.001604	-0.114774	0.008173
DES_SN106275.DAT	1	0.481520	-9.000000	-9.000000	-9.000000	0.695726	0.000001	-25.825109	0.000005	0.000037	0.000001	0.009300	0.008146	-0.500000	0.002324	0.482520	0.001034	18.211492	0.311780	0.000009	0.000000	-0.318091	0.216094	0.079902	0.021367
DES_SN106402.DAT	32	0.359390	-9.000000	-9.000000	-9.000000	0.458804	0.000734	19.967421	0.022507	0.000014	0.000000	-0.733014	0.054519	0.499966	0.001388	0.360390	0.000274	18.858226	0.068051	0.000014	0.000000	-1.053650	0.054745	0.500000	0.000364
DES_SN106542.DAT	1	0.678600	-9.000000	-9.000000	-9.000000	0.783498	0.021958	29.847184	0.533564	0.000006	0.000000	1.773926	0.672618	-0.006503	0.055988	0.679600	0.001926	29.057867	0.521040	0.000005	0.000000	2.428486	0.718998	0.121849	0.039447
DES_SN106675.DAT	1	0.427210	0.000029	0.847950	-0.149230	1.500000	0.000251	-99.999999	0.168353	0.000221	0.000005	-0.147637	0.007562	-0.347737	0.004748	0.427535	0.001473	-4.386533	149.578378	0.000022	0.000410	0.298503	4.202985	-0.122962	0.810227
DES_SN106775.DAT	1	0.440140	-9.000000	-9.000000	-9.000000	0.719623	0.010899	19.197954	0.395231	0.000010	0.000000	0.316510	0.302118	-0.180441	0.021588	0.441140	0.001068	16.735586	0.343631	0.000011	0.000000	0.650742	0.307980	0.085860	0.023592
DES_SN106840.DAT	22	0.489320	-9.000000	-9.000000	-9.000000	0.294170	0.007136	16.206432	0.223650	0.000007	0.000000	3.000000	0.025071	-0.042284	0.023561	0.488320	0.000074	18.664651	0.301626	0.000006	0.000000	3.000000	0.033500	-0.265162	0.014305
DES_SN106955.DAT	22	0.198490	-9.000000	-9.000000	-9.000000	0.632102	0.009578	28.635694	0.178862	0.000012	0.000000	0.056660	0.180180	-0.371772	0.009309	0.199490	0.000109	26.415870	0.273330	0.000015	0.000000	2.353016	0.321632	0.176775	0.015641
DES_SN106996.DAT	1	0.709990	0.000005	-0.226600	0.028896	0.752266	0.019710	30.143468	0.594937	0.000005	0.000000	0.700347	0.563415	0.019133	0.052685	0.710990	0.001834	29.691732	0.580514	0.000005	0.000000	0.642981	0.576824	0.071530	0.040932
DES_SN107134.DAT	1	0.457270	-9.000000	-9.000000	-9.000000	0.486484	0.018330	25.951670	0.391527	0.000005	0.000000	-2.627348	0.337303	0.207925	0.035486	0.456270	0.001713	25.962016	0.395328	0.000005	0.000000	-2.519990	0.322500	0.210262	0.034293
DES_SN107155.DAT	1	0.183800	0.000166	0.589090	-0.087239	0.422611	0.000001	21.667699	0.000109	0.000115	0.000001	1.573880	0.056336	-0.381003	0.002932	0.184800	0.000140	18.436340	0.042782	0.000157	0.000001	1.100368	0.058143	-0.128906	0.004617
DES_SN107400.DAT	1	0.788520	0.000005	0.222590	-0.042024	0.632502	0.019957	27.933972	2.480593	0.000004	0.000000	1.115250	1.750572	0.226564	0.069229	0.789520	0.001796	-59.530981	0.001990	0.000034	0.000002	0.056204	0.013771	-0.500000	0.011815
